App,id,Category,Rating,Size,Installs,type,Content Rating,Android,inapp,loc,contac_r,contact_w,media_r,media_w,storage_R,storage_w,cam,ad,label
Golden Dictionary (EN-AR),70,BOOKS_AND_REFERENCE,4.4,6.1,"1,000,000+",0,Everyone,4.2,0,0,0,0,0,0,0,0,1,1,1
Golden Dictionary (EN-AR),70,BOOKS_AND_REFERENCE,4.4,6.1,"1,000,000+",0,Everyone,4.2,0,0,0,0,0,0,0,1,0,1,1
All Language Translator Free,71,BOOKS_AND_REFERENCE,4.4,2.1,"1,000,000+",0,Everyone,4.0.3 ,0,0,0,0,0,0,0,0,0,1,1
All Language Translator Free,71,ART_AND_DESIGN,4.4,2.1,"1,000,000+",0,Everyone,4.0.3 ,0,0,0,0,0,0,0,0,0,1,0
All Language Translator Free,71,BUSINESS,4.4,2.1,"1,000,000+",0,Everyone,4.0.3 ,0,0,0,0,0,0,0,0,0,1,0
All Language Translator Free,71,COMMUNICATION,4.4,2.1,"1,000,000+",0,Everyone,4.0.3 ,0,0,0,0,0,0,0,0,0,1,0
All Language Translator Free,71,GAME,4.4,2.1,"1,000,000+",0,Everyone,4.0.3 ,0,0,0,0,0,0,0,0,0,1,0
All Language Translator Free,71,BOOKS_AND_REFERENCE,4.4,2.1,"1,000,000+",0,Everyone,4.0.3 ,1,0,0,0,0,0,0,0,0,1,1
All Language Translator Free,71,BOOKS_AND_REFERENCE,4.4,2.1,"1,000,000+",0,Everyone,4.0.3 ,0,1,0,0,0,0,0,0,0,1,1
All Language Translator Free,71,BOOKS_AND_REFERENCE,4.4,2.1,"1,000,000+",0,Everyone,4.0.3 ,0,0,1,0,0,0,0,0,0,1,1
All Language Translator Free,71,BOOKS_AND_REFERENCE,4.4,2.1,"1,000,000+",0,Everyone,4.0.3 ,0,0,0,1,0,0,0,0,0,1,1
All Language Translator Free,71,BOOKS_AND_REFERENCE,4.4,2.1,"1,000,000+",0,Everyone,4.0.3 ,0,0,0,0,1,0,0,0,0,1,1
All Language Translator Free,71,BOOKS_AND_REFERENCE,4.4,2.1,"1,000,000+",0,Everyone,4.0.3 ,0,0,0,0,0,1,0,0,0,1,1
All Language Translator Free,71,BOOKS_AND_REFERENCE,4.4,2.1,"1,000,000+",0,Everyone,4.0.3 ,0,0,0,0,0,0,1,0,0,1,1
All Language Translator Free,71,BOOKS_AND_REFERENCE,4.4,2.1,"1,000,000+",0,Everyone,4.0.3 ,0,0,0,0,0,0,0,1,0,1,1
All Language Translator Free,71,BOOKS_AND_REFERENCE,4.4,2.1,"1,000,000+",0,Everyone,4.0.3 ,0,0,0,0,0,0,0,0,1,1,1
Azpen eReader,72,BOOKS_AND_REFERENCE,3.5,42,"500,000+",0,Everyone,2.2,0,0,1,0,1,1,1,1,0,0,1
Azpen eReader,72,ART_AND_DESIGN,3.5,42,"500,000+",0,Everyone,2.2,0,0,1,0,1,1,1,1,0,0,0
Azpen eReader,72,BUSINESS,3.5,42,"500,000+",0,Everyone,2.2,0,0,1,0,1,1,1,1,0,0,0
Azpen eReader,72,COMMUNICATION,3.5,42,"500,000+",0,Everyone,2.2,0,0,1,0,1,1,1,1,0,0,0
Azpen eReader,72,GAME,3.5,42,"500,000+",0,Everyone,2.2,0,0,1,0,1,1,1,1,0,0,0
Azpen eReader,72,BOOKS_AND_REFERENCE,3.5,42,"500,000+",0,Everyone,2.2,1,0,1,0,1,1,1,1,0,0,1
Azpen eReader,72,BOOKS_AND_REFERENCE,3.5,42,"500,000+",0,Everyone,2.2,0,1,1,0,1,1,1,1,0,0,1
Azpen eReader,72,BOOKS_AND_REFERENCE,3.5,42,"500,000+",0,Everyone,2.2,0,0,1,1,1,1,1,1,0,0,1
Azpen eReader,72,BOOKS_AND_REFERENCE,3.5,42,"500,000+",0,Everyone,2.2,0,0,1,0,1,1,1,1,1,0,1
Azpen eReader,72,BOOKS_AND_REFERENCE,3.5,42,"500,000+",0,Everyone,2.2,0,0,1,0,1,1,1,1,0,1,1
English Dictionary - Offline,73,ART_AND_DESIGN,4.4,30,"10,000,000+",0,Everyone 10+,4.2,0,0,0,0,1,1,1,1,0,0,0
English Dictionary - Offline,73,BUSINESS,4.4,30,"10,000,000+",0,Everyone 10+,4.2,0,0,0,0,1,1,1,1,0,0,0
English Dictionary - Offline,73,COMMUNICATION,4.4,30,"10,000,000+",0,Everyone 10+,4.2,0,0,0,0,1,1,1,1,0,0,0
English Dictionary - Offline,73,GAME,4.4,30,"10,000,000+",0,Everyone 10+,4.2,0,0,0,0,1,1,1,1,0,0,0
English Dictionary - Offline,73,BOOKS_AND_REFERENCE,4.4,30,"10,000,000+",0,Everyone 10+,4.2,1,0,0,0,1,1,1,1,0,0,1
English Dictionary - Offline,73,BOOKS_AND_REFERENCE,4.4,30,"10,000,000+",0,Everyone 10+,4.2,0,1,0,0,1,1,1,1,0,0,1
English Dictionary - Offline,73,BOOKS_AND_REFERENCE,4.4,30,"10,000,000+",0,Everyone 10+,4.2,0,0,1,0,1,1,1,1,0,0,1
English Dictionary - Offline,73,BOOKS_AND_REFERENCE,4.4,30,"10,000,000+",0,Everyone 10+,4.2,0,0,0,1,1,1,1,1,0,0,1
English Dictionary - Offline,73,BOOKS_AND_REFERENCE,4.4,30,"10,000,000+",0,Everyone 10+,4.2,0,0,0,0,1,1,1,1,1,0,1
English Dictionary - Offline,73,BOOKS_AND_REFERENCE,4.4,30,"10,000,000+",0,Everyone 10+,4.2,0,0,0,0,1,1,1,1,0,1,1
English Dictionary - Offline,73,BOOKS_AND_REFERENCE,4.4,30,"10,000,000+",0,Everyone 10+,4.2,0,0,0,0,1,1,1,1,0,0,1
ADP Mobile Solutions,74,BUSINESS,4.3,29,"5,000,000+",0,Everyone,5,0,1,1,1,1,1,1,1,1,0,1
ADP Mobile Solutions,74,ART_AND_DESIGN,4.3,29,"5,000,000+",0,Everyone,5,0,1,1,1,1,1,1,1,1,0,0
ADP Mobile Solutions,74,COMMUNICATION,4.3,29,"5,000,000+",0,Everyone,5,0,1,1,1,1,1,1,1,1,0,0
ADP Mobile Solutions,74,ENTERTAINMENT,4.3,29,"5,000,000+",0,Everyone,5,0,1,1,1,1,1,1,1,1,0,0
ADP Mobile Solutions,74,GAME,4.3,29,"5,000,000+",0,Everyone,5,0,1,1,1,1,1,1,1,1,0,0
ADP Mobile Solutions,74,BUSINESS,4.3,29,"5,000,000+",0,Everyone,5,1,1,1,1,1,1,1,1,1,0,1
ADP Mobile Solutions,74,BUSINESS,4.3,29,"5,000,000+",0,Everyone,5,0,1,1,1,1,1,1,1,1,1,1
OfficeSuite : Free Office + PDF Editor,75,BUSINESS,4.3,35,"100,000,000+",0,Everyone,4.1,1,0,1,0,1,1,1,1,0,1,1
OfficeSuite : Free Office + PDF Editor,75,ART_AND_DESIGN,4.3,35,"100,000,000+",0,Everyone,4.1,1,0,1,0,1,1,1,1,0,1,0
OfficeSuite : Free Office + PDF Editor,75,COMMUNICATION,4.3,35,"100,000,000+",0,Everyone,4.1,1,0,1,0,1,1,1,1,0,1,0
OfficeSuite : Free Office + PDF Editor,75,ENTERTAINMENT,4.3,35,"100,000,000+",0,Everyone,4.1,1,0,1,0,1,1,1,1,0,1,0
OfficeSuite : Free Office + PDF Editor,75,GAME,4.3,35,"100,000,000+",0,Everyone,4.1,1,0,1,0,1,1,1,1,0,1,0
OfficeSuite : Free Office + PDF Editor,75,BUSINESS,4.3,35,"100,000,000+",0,Everyone,4.1,1,1,1,0,1,1,1,1,0,1,1
OfficeSuite : Free Office + PDF Editor,75,BUSINESS,4.3,35,"100,000,000+",0,Everyone,4.1,1,0,1,1,1,1,1,1,0,1,1
OfficeSuite : Free Office + PDF Editor,75,BUSINESS,4.3,35,"100,000,000+",0,Everyone,4.1,1,0,1,0,1,1,1,1,1,1,1
USPS MOBILE®,76,BUSINESS,3.9,9.1,"1,000,000+",0,Everyone,4.0.3 ,0,1,1,0,0,0,0,0,1,0,1
USPS MOBILE®,76,ART_AND_DESIGN,3.9,9.1,"1,000,000+",0,Everyone,4.0.3 ,0,1,1,0,0,0,0,0,1,0,0
USPS MOBILE®,76,COMMUNICATION,3.9,9.1,"1,000,000+",0,Everyone,4.0.3 ,0,1,1,0,0,0,0,0,1,0,0
USPS MOBILE®,76,ENTERTAINMENT,3.9,9.1,"1,000,000+",0,Everyone,4.0.3 ,0,1,1,0,0,0,0,0,1,0,0
USPS MOBILE®,76,GAME,3.9,9.1,"1,000,000+",0,Everyone,4.0.3 ,0,1,1,0,0,0,0,0,1,0,0
USPS MOBILE®,76,BUSINESS,3.9,9.1,"1,000,000+",0,Everyone,4.0.3 ,1,1,1,0,0,0,0,0,1,0,1
USPS MOBILE®,76,BUSINESS,3.9,9.1,"1,000,000+",0,Everyone,4.0.3 ,0,1,1,1,0,0,0,0,1,0,1
USPS MOBILE®,76,BUSINESS,3.9,9.1,"1,000,000+",0,Everyone,4.0.3 ,0,1,1,0,1,0,0,0,1,0,1
USPS MOBILE®,76,BUSINESS,3.9,9.1,"1,000,000+",0,Everyone,4.0.3 ,0,1,1,0,0,1,0,0,1,0,1
USPS MOBILE®,76,BUSINESS,3.9,9.1,"1,000,000+",0,Everyone,4.0.3 ,0,1,1,0,0,0,1,0,1,0,1
USPS MOBILE®,76,BUSINESS,3.9,9.1,"1,000,000+",0,Everyone,4.0.3 ,0,1,1,0,0,0,0,1,1,0,1
USPS MOBILE®,76,BUSINESS,3.9,9.1,"1,000,000+",0,Everyone,4.0.3 ,0,1,1,0,0,0,0,0,1,1,1
Google Primer,77,BUSINESS,4.4,18,"10,000,000+",0,Everyone,4.1,0,0,0,0,0,0,0,0,0,0,1
Google Primer,77,ART_AND_DESIGN,4.4,18,"10,000,000+",0,Everyone,4.1,0,0,0,0,0,0,0,0,0,0,0
Google Primer,77,COMMUNICATION,4.4,18,"10,000,000+",0,Everyone,4.1,0,0,0,0,0,0,0,0,0,0,0
Google Primer,77,ENTERTAINMENT,4.4,18,"10,000,000+",0,Everyone,4.1,0,0,0,0,0,0,0,0,0,0,0
Google Primer,77,GAME,4.4,18,"10,000,000+",0,Everyone,4.1,0,0,0,0,0,0,0,0,0,0,0
Google Primer,77,BUSINESS,4.4,18,"10,000,000+",0,Everyone,4.1,1,0,0,0,0,0,0,0,0,0,1
Google Primer,77,BUSINESS,4.4,18,"10,000,000+",0,Everyone,4.1,0,1,0,0,0,0,0,0,0,0,1
Google Primer,77,BUSINESS,4.4,18,"10,000,000+",0,Everyone,4.1,0,0,1,1,0,0,0,0,0,0,1
Google Primer,77,BUSINESS,4.4,18,"10,000,000+",0,Everyone,4.1,0,0,0,0,1,1,0,0,0,0,1
Google Primer,77,BUSINESS,4.4,18,"10,000,000+",0,Everyone,4.1,0,0,0,0,0,0,1,1,0,0,1
Google Primer,77,BUSINESS,4.4,18,"10,000,000+",0,Everyone,4.1,0,0,0,0,0,0,0,0,1,0,1
Google Primer,77,BUSINESS,4.4,18,"10,000,000+",0,Everyone,4.1,0,0,0,0,0,0,0,0,0,1,1
SuperLivePro,78,BUSINESS,4.3,21,"1,000,000+",0,Everyone,1.5,0,0,0,0,1,1,1,1,0,0,1
SuperLivePro,78,ART_AND_DESIGN,4.3,21,"1,000,000+",0,Everyone,1.5,0,0,0,0,1,1,1,1,0,0,0
SuperLivePro,78,COMMUNICATION,4.3,21,"1,000,000+",0,Everyone,1.5,0,0,0,0,1,1,1,1,0,0,0
SuperLivePro,78,ENTERTAINMENT,4.3,21,"1,000,000+",0,Everyone,1.5,0,0,0,0,1,1,1,1,0,0,0
SuperLivePro,78,GAME,4.3,21,"1,000,000+",0,Everyone,1.5,0,0,0,0,1,1,1,1,0,0,0
SuperLivePro,78,BUSINESS,4.3,21,"1,000,000+",0,Everyone,1.5,1,0,0,0,1,1,1,1,0,0,1
SuperLivePro,78,BUSINESS,4.3,21,"1,000,000+",0,Everyone,1.5,0,1,0,0,1,1,1,1,0,0,1
SuperLivePro,78,BUSINESS,4.3,21,"1,000,000+",0,Everyone,1.5,0,0,1,0,1,1,1,1,0,0,1
SuperLivePro,78,BUSINESS,4.3,21,"1,000,000+",0,Everyone,1.5,0,0,0,1,1,1,1,1,0,0,1
SuperLivePro,78,BUSINESS,4.3,21,"1,000,000+",0,Everyone,1.5,0,0,0,0,1,1,1,1,1,0,1
SuperLivePro,78,BUSINESS,4.3,21,"1,000,000+",0,Everyone,1.5,0,0,0,0,1,1,1,1,0,1,1
Polaris Office for LG,79,BUSINESS,4.2,55,"5,000,000+",0,Everyone,4.1,1,0,0,0,1,1,1,1,0,1,1
Polaris Office for LG,79,ART_AND_DESIGN,4.2,55,"5,000,000+",0,Everyone,4.1,1,0,0,0,1,1,1,1,0,1,0
Polaris Office for LG,79,COMMUNICATION,4.2,55,"5,000,000+",0,Everyone,4.1,1,0,0,0,1,1,1,1,0,1,0
Polaris Office for LG,79,ENTERTAINMENT,4.2,55,"5,000,000+",0,Everyone,4.1,1,0,0,0,1,1,1,1,0,1,0
Polaris Office for LG,79,GAME,4.2,55,"5,000,000+",0,Everyone,4.1,1,0,0,0,1,1,1,1,0,1,0
Polaris Office for LG,79,BUSINESS,4.2,55,"5,000,000+",0,Everyone,4.1,1,1,0,0,1,1,1,1,0,1,1
Polaris Office for LG,79,BUSINESS,4.2,55,"5,000,000+",0,Everyone,4.1,1,0,1,0,1,1,1,1,0,1,1
Polaris Office for LG,79,BUSINESS,4.2,55,"5,000,000+",0,Everyone,4.1,1,0,0,1,1,1,1,1,0,1,1
Polaris Office for LG,79,BUSINESS,4.2,55,"5,000,000+",0,Everyone,4.1,1,0,0,0,1,1,1,1,1,1,1
Call Blocker,80,BUSINESS,4.6,3.2,"5,000,000+",0,Everyone,4,1,0,1,0,1,1,1,1,0,1,1
Call Blocker,80,ART_AND_DESIGN,4.6,3.2,"5,000,000+",0,Everyone,4,1,0,1,0,1,1,1,1,0,1,0
Call Blocker,80,COMMUNICATION,4.6,3.2,"5,000,000+",0,Everyone,4,1,0,1,0,1,1,1,1,0,1,0
Call Blocker,80,ENTERTAINMENT,4.6,3.2,"5,000,000+",0,Everyone,4,1,0,1,0,1,1,1,1,0,1,0
Call Blocker,80,GAME,4.6,3.2,"5,000,000+",0,Everyone,4,1,0,1,0,1,1,1,1,0,1,0
Call Blocker,80,BUSINESS,4.6,3.2,"5,000,000+",0,Everyone,4,1,1,1,0,1,1,1,1,0,1,1
Call Blocker,80,BUSINESS,4.6,3.2,"5,000,000+",0,Everyone,4,1,0,1,1,1,1,1,1,0,1,1
Call Blocker,80,BUSINESS,4.6,3.2,"5,000,000+",0,Everyone,4,1,0,1,0,1,1,1,1,1,1,1
Plugin:AOT v5.0,81,BUSINESS,3.1,10,"100,000+",0,Everyone,2.2,0,0,0,0,1,1,1,1,0,0,1
Plugin:AOT v5.0,81,ART_AND_DESIGN,3.1,10,"100,000+",0,Everyone,2.2,0,0,0,0,1,1,1,1,0,0,0
Plugin:AOT v5.0,81,COMMUNICATION,3.1,10,"100,000+",0,Everyone,2.2,0,0,0,0,1,1,1,1,0,0,0
Plugin:AOT v5.0,81,ENTERTAINMENT,3.1,10,"100,000+",0,Everyone,2.2,0,0,0,0,1,1,1,1,0,0,0
Plugin:AOT v5.0,81,GAME,3.1,10,"100,000+",0,Everyone,2.2,0,0,0,0,1,1,1,1,0,0,0
Plugin:AOT v5.0,81,BUSINESS,3.1,10,"100,000+",0,Everyone,2.2,1,0,0,0,1,1,1,1,0,0,1
Plugin:AOT v5.0,81,BUSINESS,3.1,10,"100,000+",0,Everyone,2.2,0,1,0,0,1,1,1,1,0,0,1
Plugin:AOT v5.0,81,BUSINESS,3.1,10,"100,000+",0,Everyone,2.2,0,0,1,0,1,1,1,1,0,0,1
Plugin:AOT v5.0,81,BUSINESS,3.1,10,"100,000+",0,Everyone,2.2,0,0,0,1,1,1,1,1,0,0,1
Plugin:AOT v5.0,81,BUSINESS,3.1,10,"100,000+",0,Everyone,2.2,0,0,0,0,1,1,1,1,1,0,1
Plugin:AOT v5.0,81,BUSINESS,3.1,10,"100,000+",0,Everyone,2.2,0,0,0,0,1,1,1,1,0,1,1
Kariyer.net,82,BUSINESS,3.9,16,"1,000,000+",0,Everyone,4.1,0,1,0,0,1,1,1,1,1,1,1
Kariyer.net,82,ART_AND_DESIGN,3.9,16,"1,000,000+",0,Everyone,4.1,0,1,0,0,1,1,1,1,1,1,0
Kariyer.net,82,COMMUNICATION,3.9,16,"1,000,000+",0,Everyone,4.1,0,1,0,0,1,1,1,1,1,1,0
Kariyer.net,82,ENTERTAINMENT,3.9,16,"1,000,000+",0,Everyone,4.1,0,1,0,0,1,1,1,1,1,1,0
Kariyer.net,82,GAME,3.9,16,"1,000,000+",0,Everyone,4.1,0,1,0,0,1,1,1,1,1,1,0
Kariyer.net,82,BUSINESS,3.9,16,"1,000,000+",0,Everyone,4.1,1,1,0,0,1,1,1,1,1,1,1
Kariyer.net,82,BUSINESS,3.9,16,"1,000,000+",0,Everyone,4.1,0,1,1,0,1,1,1,1,1,1,1
Kariyer.net,82,BUSINESS,3.9,16,"1,000,000+",0,Everyone,4.1,0,1,0,1,1,1,1,1,1,1,1
ZOOM Cloud Meetings,83,BUSINESS,4.4,37,"10,000,000+",0,Everyone,4,0,0,0,0,1,1,1,1,1,0,1
ZOOM Cloud Meetings,83,ART_AND_DESIGN,4.4,37,"10,000,000+",0,Everyone,4,0,0,0,0,1,1,1,1,1,0,0
ZOOM Cloud Meetings,83,COMMUNICATION,4.4,37,"10,000,000+",0,Everyone,4,0,0,0,0,1,1,1,1,1,0,0
ZOOM Cloud Meetings,83,ENTERTAINMENT,4.4,37,"10,000,000+",0,Everyone,4,0,0,0,0,1,1,1,1,1,0,0
ZOOM Cloud Meetings,83,GAME,4.4,37,"10,000,000+",0,Everyone,4,0,0,0,0,1,1,1,1,1,0,0
ZOOM Cloud Meetings,83,BUSINESS,4.4,37,"10,000,000+",0,Everyone,4,1,0,0,0,1,1,1,1,1,0,1
ZOOM Cloud Meetings,83,BUSINESS,4.4,37,"10,000,000+",0,Everyone,4,0,1,0,0,1,1,1,1,1,0,1
ZOOM Cloud Meetings,83,BUSINESS,4.4,37,"10,000,000+",0,Everyone,4,0,0,1,0,1,1,1,1,1,0,1
ZOOM Cloud Meetings,83,BUSINESS,4.4,37,"10,000,000+",0,Everyone,4,0,0,0,1,1,1,1,1,1,0,1
ZOOM Cloud Meetings,83,BUSINESS,4.4,37,"10,000,000+",0,Everyone,4,0,0,0,0,1,1,1,1,1,1,1
"IndiaMART: Search Products, Buy, Sell & Trade",84,BUSINESS,4.5,11,"5,000,000+",0,Everyone,4,0,1,1,1,1,1,1,1,1,0,1
"IndiaMART: Search Products, Buy, Sell & Trade",84,ART_AND_DESIGN,4.5,11,"5,000,000+",0,Everyone,4,0,1,1,1,1,1,1,1,1,0,0
"IndiaMART: Search Products, Buy, Sell & Trade",84,COMMUNICATION,4.5,11,"5,000,000+",0,Everyone,4,0,1,1,1,1,1,1,1,1,0,0
"IndiaMART: Search Products, Buy, Sell & Trade",84,ENTERTAINMENT,4.5,11,"5,000,000+",0,Everyone,4,0,1,1,1,1,1,1,1,1,0,0
"IndiaMART: Search Products, Buy, Sell & Trade",84,GAME,4.5,11,"5,000,000+",0,Everyone,4,0,1,1,1,1,1,1,1,1,0,0
"IndiaMART: Search Products, Buy, Sell & Trade",84,BUSINESS,4.5,11,"5,000,000+",0,Everyone,4,1,1,1,1,1,1,1,1,1,0,1
"IndiaMART: Search Products, Buy, Sell & Trade",84,BUSINESS,4.5,11,"5,000,000+",0,Everyone,4,0,1,1,1,1,1,1,1,1,1,1
ViettelPost express delivery,85,BUSINESS,4.4,25,"100,000+",0,Everyone,4.1,0,1,1,1,1,1,1,1,1,0,1
ViettelPost express delivery,85,ART_AND_DESIGN,4.4,25,"100,000+",0,Everyone,4.1,0,1,1,1,1,1,1,1,1,0,0
ViettelPost express delivery,85,COMMUNICATION,4.4,25,"100,000+",0,Everyone,4.1,0,1,1,1,1,1,1,1,1,0,0
ViettelPost express delivery,85,ENTERTAINMENT,4.4,25,"100,000+",0,Everyone,4.1,0,1,1,1,1,1,1,1,1,0,0
ViettelPost express delivery,85,GAME,4.4,25,"100,000+",0,Everyone,4.1,0,1,1,1,1,1,1,1,1,0,0
ViettelPost express delivery,85,BUSINESS,4.4,25,"100,000+",0,Everyone,4.1,1,1,1,1,1,1,1,1,1,0,1
ViettelPost express delivery,85,BUSINESS,4.4,25,"100,000+",0,Everyone,4.1,0,1,1,1,1,1,1,1,1,1,1
MyASUS - Service Center,86,BUSINESS,4.4,7.3,"10,000,000+",0,Everyone,4.2,0,1,0,0,1,1,1,1,1,0,1
MyASUS - Service Center,86,ART_AND_DESIGN,4.4,7.3,"10,000,000+",0,Everyone,4.2,0,1,0,0,1,1,1,1,1,0,0
MyASUS - Service Center,86,COMMUNICATION,4.4,7.3,"10,000,000+",0,Everyone,4.2,0,1,0,0,1,1,1,1,1,0,0
MyASUS - Service Center,86,ENTERTAINMENT,4.4,7.3,"10,000,000+",0,Everyone,4.2,0,1,0,0,1,1,1,1,1,0,0
MyASUS - Service Center,86,GAME,4.4,7.3,"10,000,000+",0,Everyone,4.2,0,1,0,0,1,1,1,1,1,0,0
MyASUS - Service Center,86,BUSINESS,4.4,7.3,"10,000,000+",0,Everyone,4.2,1,1,0,0,1,1,1,1,1,0,1
MyASUS - Service Center,86,BUSINESS,4.4,7.3,"10,000,000+",0,Everyone,4.2,0,1,1,0,1,1,1,1,1,0,1
MyASUS - Service Center,86,BUSINESS,4.4,7.3,"10,000,000+",0,Everyone,4.2,0,1,0,1,1,1,1,1,1,0,1
MyASUS - Service Center,86,BUSINESS,4.4,7.3,"10,000,000+",0,Everyone,4.2,0,1,0,0,1,1,1,1,1,1,1
Secure Folder,87,BUSINESS,4.7,7.5,"100,000+",0,Everyone,4.0.3 ,0,0,1,1,1,1,1,1,0,0,1
Secure Folder,87,ART_AND_DESIGN,4.7,7.5,"100,000+",0,Everyone,4.0.3 ,0,0,1,1,1,1,1,1,0,0,0
Secure Folder,87,COMMUNICATION,4.7,7.5,"100,000+",0,Everyone,4.0.3 ,0,0,1,1,1,1,1,1,0,0,0
Secure Folder,87,ENTERTAINMENT,4.7,7.5,"100,000+",0,Everyone,4.0.3 ,0,0,1,1,1,1,1,1,0,0,0
Secure Folder,87,GAME,4.7,7.5,"100,000+",0,Everyone,4.0.3 ,0,0,1,1,1,1,1,1,0,0,0
Secure Folder,87,BUSINESS,4.7,7.5,"100,000+",0,Everyone,4.0.3 ,1,0,1,1,1,1,1,1,0,0,1
Secure Folder,87,BUSINESS,4.7,7.5,"100,000+",0,Everyone,4.0.3 ,0,1,1,1,1,1,1,1,0,0,1
Secure Folder,87,BUSINESS,4.7,7.5,"100,000+",0,Everyone,4.0.3 ,0,0,1,1,1,1,1,1,1,0,1
Secure Folder,87,BUSINESS,4.7,7.5,"100,000+",0,Everyone,4.0.3 ,0,0,1,1,1,1,1,1,0,1,1
Fast Scanner : Free PDF Scan,88,BUSINESS,4.7,39,"10,000,000+",0,Everyone,3,1,0,0,0,1,1,1,1,1,1,1
Fast Scanner : Free PDF Scan,88,ART_AND_DESIGN,4.7,39,"10,000,000+",0,Everyone,3,1,0,0,0,1,1,1,1,1,1,0
Fast Scanner : Free PDF Scan,88,COMMUNICATION,4.7,39,"10,000,000+",0,Everyone,3,1,0,0,0,1,1,1,1,1,1,0
Fast Scanner : Free PDF Scan,88,ENTERTAINMENT,4.7,39,"10,000,000+",0,Everyone,3,1,0,0,0,1,1,1,1,1,1,0
Fast Scanner : Free PDF Scan,88,GAME,4.7,39,"10,000,000+",0,Everyone,3,1,0,0,0,1,1,1,1,1,1,0
Fast Scanner : Free PDF Scan,88,BUSINESS,4.7,39,"10,000,000+",0,Everyone,3,1,1,0,0,1,1,1,1,1,1,1
Fast Scanner : Free PDF Scan,88,BUSINESS,4.7,39,"10,000,000+",0,Everyone,3,1,0,1,0,1,1,1,1,1,1,1
Fast Scanner : Free PDF Scan,88,BUSINESS,4.7,39,"10,000,000+",0,Everyone,3,1,0,0,1,1,1,1,1,1,1,1
Mobile Doc Scanner (MDScan) Lite,89,BUSINESS,4.5,14,"10,000,000+",0,Everyone,4.1,0,1,1,0,1,1,1,1,1,1,1
Mobile Doc Scanner (MDScan) Lite,89,ART_AND_DESIGN,4.5,14,"10,000,000+",0,Everyone,4.1,0,1,1,0,1,1,1,1,1,1,0
Mobile Doc Scanner (MDScan) Lite,89,COMMUNICATION,4.5,14,"10,000,000+",0,Everyone,4.1,0,1,1,0,1,1,1,1,1,1,0
Mobile Doc Scanner (MDScan) Lite,89,ENTERTAINMENT,4.5,14,"10,000,000+",0,Everyone,4.1,0,1,1,0,1,1,1,1,1,1,0
Mobile Doc Scanner (MDScan) Lite,89,GAME,4.5,14,"10,000,000+",0,Everyone,4.1,0,1,1,0,1,1,1,1,1,1,0
Mobile Doc Scanner (MDScan) Lite,89,BUSINESS,4.5,14,"10,000,000+",0,Everyone,4.1,1,1,1,0,1,1,1,1,1,1,1
Mobile Doc Scanner (MDScan) Lite,89,BUSINESS,4.5,14,"10,000,000+",0,Everyone,4.1,0,1,1,1,1,1,1,1,1,1,1
TurboScan: scan documents and receipts in PDF,90,BUSINESS,4.2,19,"1,000,000+",0,Everyone,4.1,0,0,0,0,1,1,1,1,1,0,1
TurboScan: scan documents and receipts in PDF,90,ART_AND_DESIGN,4.2,19,"1,000,000+",0,Everyone,4.1,0,0,0,0,1,1,1,1,1,0,0
TurboScan: scan documents and receipts in PDF,90,COMMUNICATION,4.2,19,"1,000,000+",0,Everyone,4.1,0,0,0,0,1,1,1,1,1,0,0
TurboScan: scan documents and receipts in PDF,90,ENTERTAINMENT,4.2,19,"1,000,000+",0,Everyone,4.1,0,0,0,0,1,1,1,1,1,0,0
TurboScan: scan documents and receipts in PDF,90,GAME,4.2,19,"1,000,000+",0,Everyone,4.1,0,0,0,0,1,1,1,1,1,0,0
TurboScan: scan documents and receipts in PDF,90,BUSINESS,4.2,19,"1,000,000+",0,Everyone,4.1,1,0,0,0,1,1,1,1,1,0,1
TurboScan: scan documents and receipts in PDF,90,BUSINESS,4.2,19,"1,000,000+",0,Everyone,4.1,0,1,0,0,1,1,1,1,1,0,1
TurboScan: scan documents and receipts in PDF,90,BUSINESS,4.2,19,"1,000,000+",0,Everyone,4.1,0,0,1,0,1,1,1,1,1,0,1
TurboScan: scan documents and receipts in PDF,90,BUSINESS,4.2,19,"1,000,000+",0,Everyone,4.1,0,0,0,1,1,1,1,1,1,0,1
TurboScan: scan documents and receipts in PDF,90,BUSINESS,4.2,19,"1,000,000+",0,Everyone,4.1,0,0,0,0,1,1,1,1,1,1,1
Tiny Scanner Pro: PDF Doc Scan,91,BUSINESS,4.7,6.8,"100,000+",1,Everyone,4,0,0,0,0,1,1,1,1,1,0,1
Tiny Scanner Pro: PDF Doc Scan,91,GAME,4.7,6.8,"100,000+",1,Everyone,4,0,0,0,0,1,1,1,1,1,0,0
Tiny Scanner Pro: PDF Doc Scan,91,ART_AND_DESIGN,4.7,6.8,"100,000+",1,Everyone,4,0,0,0,0,1,1,1,1,1,0,0
Tiny Scanner Pro: PDF Doc Scan,91,COMMUNICATION,4.7,6.8,"100,000+",1,Everyone,4,0,0,0,0,1,1,1,1,1,0,0
Tiny Scanner Pro: PDF Doc Scan,91,ENTERTAINMENT,4.7,6.8,"100,000+",1,Everyone,4,0,0,0,0,1,1,1,1,1,0,0
Tiny Scanner Pro: PDF Doc Scan,91,BUSINESS,4.7,6.8,"100,000+",1,Everyone,4,1,0,0,0,1,1,1,1,1,0,1
